   0.0000000000000000       -6.2831853071795862     
  0.10000000000000001       -6.2203534523593351     
  0.20000000000000001       -6.1261056701289576     
  0.30000000000000004       -5.9864793280707760     
  0.40000000000000002       -5.8025652567492889     
  0.50000000000000000       -5.5753582874881191     
  0.59999999999999998       -5.3054031173335474     
  0.69999999999999996       -4.9930022756205954     
  0.79999999999999993       -4.6383334557162677     
  0.89999999999999991       -4.2415068785296830     
  0.99999999999999989       -3.8025942722903641     
